age,job,marital,education,default,housing,loan,contact,month,day,duration,campaign,pdays,previous,poutcome
32,technician,married,tertiary,no,no,no,cellular,may,26,114,7,287,3,failure
35,technician,married,tertiary,no,no,no,cellular,aug,26,286,2,-1,0,unknown
37,technician,married,unknown,no,no,no,cellular,oct,1,238,1,107,2,success
38,blue-collar,divorced,secondary,no,yes,no,unknown,jun,11,91,1,-1,0,unknown
77,retired,married,secondary,no,no,no,cellular,aug,13,766,3,-1,0,unknown
32,management,single,unknown,no,no,no,cellular,jan,28,92,1,-1,0,unknown
43,technician,divorced,secondary,no,no,no,cellular,aug,4,211,3,-1,0,unknown
36,management,single,tertiary,no,yes,no,cellular,may,7,160,2,360,3,failure
29,management,married,tertiary,no,no,no,cellular,feb,3,166,3,-1,0,unknown
32,admin.,single,secondary,no,yes,no,cellular,nov,21,195,1,-1,0,unknown
41,management,divorced,tertiary,no,yes,yes,cellular,jul,16,106,1,-1,0,unknown
26,services,single,secondary,no,yes,yes,cellular,jul,23,85,3,-1,0,unknown
34,blue-collar,married,primary,no,no,no,cellular,jul,24,78,1,-1,0,unknown
57,retired,married,tertiary,no,yes,yes,unknown,may,28,648,1,-1,0,unknown
36,services,single,secondary,no,yes,no,cellular,nov,18,177,2,174,1,other
42,blue-collar,married,secondary,no,yes,no,unknown,may,27,32,1,-1,0,unknown
35,technician,divorced,secondary,no,no,no,cellular,aug,29,24,12,-1,0,unknown
52,entrepreneur,divorced,primary,no,yes,no,unknown,may,7,688,2,-1,0,unknown
36,management,single,tertiary,no,yes,no,unknown,may,27,21,5,-1,0,unknown
46,technician,married,secondary,no,yes,no,unknown,may,27,112,1,-1,0,unknown
60,management,divorced,tertiary,no,no,no,cellular,jun,3,593,1,-1,0,unknown
57,housemaid,married,primary,no,yes,yes,cellular,aug,7,59,2,-1,0,unknown
48,management,married,tertiary,no,yes,no,cellular,jan,29,121,3,-1,0,unknown
59,self-employed,married,primary,no,yes,no,telephone,jul,28,97,2,-1,0,unknown
39,management,married,tertiary,no,no,no,cellular,aug,11,86,2,-1,0,unknown
44,blue-collar,married,secondary,no,yes,yes,cellular,may,14,10,10,-1,0,unknown
27,management,single,tertiary,no,no,no,cellular,jun,23,205,3,-1,0,unknown
59,retired,married,secondary,no,no,no,unknown,jun,9,77,2,-1,0,unknown
36,technician,divorced,secondary,no,yes,no,cellular,nov,18,138,2,-1,0,unknown
44,admin.,married,secondary,no,no,no,cellular,nov,3,289,1,-1,0,unknown
50,admin.,married,secondary,no,no,no,cellular,aug,4,86,4,-1,0,unknown
41,management,divorced,tertiary,no,yes,no,telephone,aug,22,9,3,-1,0,unknown
47,admin.,married,secondary,no,no,yes,cellular,may,14,225,1,364,1,failure
32,technician,single,tertiary,no,no,no,cellular,jul,22,407,4,-1,0,unknown
38,blue-collar,married,secondary,no,yes,yes,unknown,jun,3,1030,6,-1,0,unknown
55,blue-collar,married,unknown,no,no,no,cellular,aug,13,123,2,-1,0,unknown
38,management,single,tertiary,no,no,no,cellular,oct,22,119,4,-1,0,unknown
31,management,single,tertiary,no,yes,no,cellular,may,18,175,1,293,5,failure
38,blue-collar,divorced,secondary,no,no,no,unknown,jun,9,299,5,-1,0,unknown
29,unemployed,single,tertiary,no,no,no,cellular,feb,5,563,1,-1,0,unknown
55,services,married,secondary,no,yes,yes,unknown,may,9,241,1,-1,0,unknown
35,unemployed,married,secondary,no,yes,no,cellular,may,4,52,4,91,1,other
40,self-employed,single,tertiary,no,no,no,cellular,jun,2,76,3,-1,0,unknown
34,blue-collar,married,secondary,no,yes,yes,cellular,nov,19,441,1,-1,0,unknown
32,technician,single,tertiary,no,no,no,cellular,apr,22,319,1,182,1,success
33,blue-collar,married,secondary,no,yes,no,unknown,sep,18,13,1,373,6,success
33,management,married,tertiary,no,yes,no,unknown,may,16,803,1,-1,0,unknown
37,admin.,married,secondary,no,no,no,cellular,may,12,396,2,-1,0,unknown
58,management,married,tertiary,no,no,no,unknown,jun,18,188,1,-1,0,unknown
36,admin.,single,secondary,no,no,no,cellular,apr,20,637,1,-1,0,unknown
42,blue-collar,married,secondary,no,yes,no,unknown,jun,5,175,7,-1,0,unknown
34,technician,single,secondary,no,yes,no,cellular,apr,6,945,1,139,1,success
35,management,married,tertiary,no,yes,no,unknown,may,23,162,3,-1,0,unknown
60,housemaid,married,primary,no,no,no,unknown,jun,12,1178,3,-1,0,unknown
50,management,married,tertiary,no,yes,no,cellular,may,8,506,2,170,3,failure
28,self-employed,single,tertiary,no,no,no,cellular,jan,12,409,2,-1,0,unknown
27,blue-collar,divorced,secondary,no,yes,no,cellular,jul,14,116,3,-1,0,unknown
37,management,married,tertiary,no,no,no,cellular,apr,30,244,1,-1,0,unknown
31,technician,married,tertiary,no,yes,no,cellular,may,4,352,4,-1,0,unknown
34,services,married,secondary,no,no,no,cellular,may,12,152,1,182,6,success
38,management,married,tertiary,no,yes,no,unknown,may,21,164,2,-1,0,unknown
32,self-employed,married,secondary,no,yes,no,unknown,may,28,234,3,-1,0,unknown
37,technician,married,secondary,no,no,no,cellular,aug,27,154,4,-1,0,unknown
33,admin.,married,secondary,no,yes,no,unknown,may,7,566,2,-1,0,unknown
71,technician,married,tertiary,no,no,no,cellular,oct,27,327,2,183,3,success
27,technician,married,secondary,no,yes,no,cellular,may,7,265,3,-1,0,unknown
38,blue-collar,married,primary,no,no,no,unknown,jun,9,172,1,-1,0,unknown
34,technician,single,secondary,no,no,no,cellular,jul,22,257,2,-1,0,unknown
54,retired,divorced,tertiary,no,no,no,unknown,may,13,618,1,-1,0,unknown
30,blue-collar,married,secondary,no,yes,no,cellular,jan,28,241,3,-1,0,unknown
35,entrepreneur,single,secondary,no,no,yes,cellular,jul,21,936,4,-1,0,unknown
33,blue-collar,single,secondary,no,yes,no,cellular,apr,7,329,1,322,1,failure
36,management,married,secondary,no,yes,no,cellular,may,14,24,1,346,1,failure
59,self-employed,married,tertiary,no,no,no,cellular,jun,22,177,5,138,1,failure
72,blue-collar,married,primary,no,no,no,telephone,oct,13,120,1,-1,0,unknown
64,management,married,tertiary,no,no,no,telephone,apr,22,135,3,-1,0,unknown
53,technician,divorced,secondary,no,no,no,cellular,jul,9,175,1,-1,0,unknown
35,management,single,tertiary,no,yes,no,cellular,may,25,179,1,-1,0,unknown
58,self-employed,married,secondary,no,yes,no,unknown,may,30,58,1,-1,0,unknown
40,technician,married,secondary,no,no,no,cellular,apr,17,342,2,-1,0,unknown
41,services,divorced,secondary,no,yes,no,cellular,may,13,139,2,-1,0,unknown
48,retired,married,primary,no,yes,no,unknown,jun,18,88,8,-1,0,unknown
44,entrepreneur,married,tertiary,no,yes,yes,cellular,aug,28,210,3,-1,0,unknown
39,blue-collar,married,unknown,no,no,no,cellular,feb,2,731,1,193,3,failure
61,management,married,tertiary,no,no,no,cellular,feb,2,670,3,-1,0,unknown
36,entrepreneur,married,primary,no,yes,no,unknown,may,12,63,5,-1,0,unknown
28,management,married,tertiary,no,no,yes,cellular,jul,8,70,2,-1,0,unknown
58,retired,single,secondary,no,no,yes,cellular,feb,4,72,6,274,4,failure
60,admin.,divorced,secondary,no,yes,no,cellular,may,15,241,1,364,1,failure
66,admin.,single,secondary,no,no,no,cellular,may,5,272,4,-1,0,unknown
36,management,single,tertiary,no,no,no,cellular,aug,28,207,8,98,1,failure
49,self-employed,married,secondary,no,yes,no,cellular,may,15,64,6,-1,0,unknown
40,services,married,secondary,no,no,no,unknown,jun,12,543,2,-1,0,unknown
23,technician,single,secondary,no,no,no,cellular,apr,30,166,1,-1,0,unknown
29,management,single,tertiary,no,no,no,cellular,may,26,245,3,97,7,success
44,blue-collar,married,primary,no,yes,yes,unknown,may,9,94,1,-1,0,unknown
54,unknown,married,unknown,no,no,no,unknown,jun,20,34,8,-1,0,unknown
47,blue-collar,married,primary,no,no,no,telephone,jul,30,203,2,-1,0,unknown
33,admin.,married,tertiary,no,no,no,cellular,jul,24,318,1,-1,0,unknown
30,self-employed,married,secondary,no,yes,no,cellular,apr,13,158,4,-1,0,unknown
27,admin.,single,secondary,no,no,yes,cellular,jul,21,177,1,-1,0,unknown
49,management,divorced,tertiary,no,yes,yes,unknown,nov,17,56,1,103,2,other
27,services,single,secondary,no,yes,no,unknown,jun,4,172,2,-1,0,unknown
51,blue-collar,married,secondary,no,yes,no,cellular,may,7,136,1,359,1,failure
32,admin.,divorced,secondary,yes,yes,yes,cellular,may,18,82,3,363,2,other
30,blue-collar,single,secondary,no,yes,no,unknown,may,16,123,1,-1,0,unknown
33,admin.,married,secondary,no,yes,no,cellular,nov,20,110,1,-1,0,unknown
27,blue-collar,single,primary,no,yes,no,unknown,may,30,385,5,-1,0,unknown
75,retired,divorced,secondary,no,no,no,cellular,dec,18,415,7,-1,0,unknown
37,services,divorced,secondary,no,yes,no,cellular,feb,2,73,1,-1,0,unknown
36,technician,single,secondary,no,yes,no,unknown,jun,16,243,2,-1,0,unknown
37,blue-collar,married,secondary,no,yes,no,unknown,may,9,137,2,-1,0,unknown
35,management,married,tertiary,no,yes,no,unknown,may,23,55,4,-1,0,unknown
32,services,married,secondary,no,yes,yes,cellular,apr,20,18,5,-1,0,unknown
32,admin.,single,secondary,no,no,yes,cellular,jul,16,255,2,-1,0,unknown
35,admin.,married,primary,no,yes,no,cellular,may,11,95,1,-1,0,unknown
31,blue-collar,married,primary,no,yes,yes,cellular,jul,10,112,1,-1,0,unknown
28,blue-collar,single,secondary,no,yes,yes,cellular,may,5,205,2,-1,0,unknown
27,services,married,secondary,no,yes,no,cellular,may,18,97,1,370,1,failure
22,student,single,unknown,no,no,no,cellular,sep,2,154,1,-1,0,unknown
35,blue-collar,married,primary,no,yes,no,cellular,may,13,135,2,370,2,failure
69,retired,married,primary,no,no,no,cellular,aug,14,230,1,-1,0,unknown
37,entrepreneur,single,tertiary,no,yes,yes,cellular,nov,17,349,1,-1,0,unknown
45,admin.,single,secondary,no,yes,no,cellular,may,8,38,1,-1,0,unknown
47,management,married,tertiary,no,yes,no,cellular,jul,22,268,1,-1,0,unknown
52,management,married,tertiary,no,yes,no,cellular,may,11,94,4,-1,0,unknown
33,services,married,secondary,no,yes,no,cellular,jul,28,263,2,-1,0,unknown
60,blue-collar,married,primary,no,no,no,cellular,aug,18,671,4,-1,0,unknown
33,management,divorced,secondary,no,yes,yes,unknown,jun,2,197,1,-1,0,unknown
44,admin.,married,secondary,no,yes,no,cellular,jan,28,180,2,-1,0,unknown
38,entrepreneur,married,secondary,no,no,no,cellular,nov,20,452,2,-1,0,unknown
54,entrepreneur,married,secondary,no,yes,no,unknown,may,15,352,1,-1,0,unknown
32,unemployed,divorced,primary,no,no,no,cellular,jul,15,175,4,-1,0,unknown
33,technician,married,secondary,no,yes,yes,cellular,nov,19,163,2,-1,0,unknown
55,services,divorced,secondary,no,yes,no,unknown,may,29,200,2,-1,0,unknown
51,blue-collar,married,primary,no,no,yes,unknown,jun,16,75,7,-1,0,unknown
48,blue-collar,married,secondary,no,yes,no,cellular,apr,16,227,1,-1,0,unknown
37,services,single,secondary,no,yes,no,cellular,feb,3,586,3,-1,0,unknown
33,services,single,secondary,no,no,yes,cellular,jul,10,119,5,-1,0,unknown
30,blue-collar,married,primary,no,yes,yes,telephone,jul,22,80,2,-1,0,unknown
43,blue-collar,married,primary,no,yes,yes,cellular,may,12,112,2,330,3,other
49,technician,married,secondary,no,yes,no,unknown,may,19,130,2,-1,0,unknown
54,unemployed,married,primary,no,yes,no,cellular,feb,3,237,3,-1,0,unknown
31,unemployed,married,tertiary,no,no,no,cellular,aug,26,377,8,-1,0,unknown
54,unknown,married,unknown,no,no,no,cellular,oct,7,335,1,-1,0,unknown
36,unemployed,married,secondary,no,yes,no,cellular,jul,29,121,3,-1,0,unknown
30,admin.,married,secondary,no,no,no,cellular,jul,15,127,5,-1,0,unknown
27,technician,single,secondary,no,no,no,unknown,jul,1,650,2,-1,0,unknown
30,admin.,married,secondary,no,yes,no,unknown,may,16,107,1,-1,0,unknown
30,blue-collar,married,secondary,no,yes,no,unknown,may,20,610,2,-1,0,unknown
35,technician,divorced,secondary,no,no,no,cellular,aug,25,124,4,-1,0,unknown
33,services,divorced,secondary,no,yes,no,unknown,may,8,216,1,-1,0,unknown
43,blue-collar,divorced,primary,no,yes,yes,cellular,jul,31,747,4,-1,0,unknown
41,blue-collar,married,secondary,no,yes,no,cellular,may,11,313,1,349,3,other
41,management,divorced,tertiary,no,no,no,cellular,apr,23,252,9,185,5,other
46,admin.,divorced,secondary,no,no,no,cellular,feb,13,121,1,-1,0,unknown
54,blue-collar,married,secondary,no,yes,no,unknown,may,7,799,1,-1,0,unknown
32,management,married,tertiary,no,yes,no,cellular,jun,23,883,1,674,4,failure
30,technician,single,tertiary,no,yes,no,unknown,may,16,197,1,-1,0,unknown
40,entrepreneur,married,primary,no,yes,no,cellular,jul,11,271,2,-1,0,unknown
30,blue-collar,married,primary,no,no,no,unknown,may,12,221,2,-1,0,unknown
27,admin.,married,secondary,no,no,yes,cellular,jul,14,243,3,-1,0,unknown
41,blue-collar,married,primary,no,yes,no,unknown,may,15,72,1,-1,0,unknown
54,services,married,secondary,no,yes,no,cellular,aug,2,155,2,-1,0,unknown
32,management,single,tertiary,no,yes,no,telephone,jan,28,70,2,-1,0,unknown
31,management,married,tertiary,no,yes,no,cellular,feb,11,280,4,-1,0,unknown
42,blue-collar,married,secondary,no,yes,no,unknown,may,26,115,2,-1,0,unknown
48,admin.,married,primary,no,no,no,unknown,jun,20,29,2,-1,0,unknown
34,blue-collar,married,primary,no,yes,no,cellular,may,14,406,2,-1,0,unknown
55,technician,divorced,secondary,no,yes,yes,cellular,aug,25,113,3,-1,0,unknown
49,technician,married,secondary,no,no,no,telephone,jul,30,47,2,-1,0,unknown
46,management,divorced,tertiary,no,no,no,unknown,jun,5,36,2,-1,0,unknown
47,entrepreneur,married,unknown,no,yes,no,unknown,may,6,135,2,-1,0,unknown
24,management,single,tertiary,no,no,no,cellular,jul,3,67,2,-1,0,unknown
58,entrepreneur,married,secondary,no,no,no,unknown,jun,16,684,1,-1,0,unknown
32,management,single,tertiary,no,no,no,cellular,aug,21,686,5,-1,0,unknown
25,student,single,secondary,no,yes,no,cellular,mar,2,170,3,-1,0,unknown
49,blue-collar,married,secondary,no,no,no,unknown,jun,17,150,3,-1,0,unknown
59,retired,divorced,secondary,no,no,no,cellular,may,14,1060,2,-1,0,unknown
30,management,single,tertiary,no,yes,no,unknown,jun,6,122,16,-1,0,unknown
46,blue-collar,married,secondary,no,yes,no,unknown,may,26,724,1,-1,0,unknown
42,management,married,unknown,no,no,no,cellular,oct,19,230,1,92,1,success
37,entrepreneur,married,tertiary,no,no,no,unknown,jun,20,187,2,-1,0,unknown
44,blue-collar,married,primary,no,yes,yes,unknown,may,19,179,4,-1,0,unknown
49,services,married,secondary,no,no,yes,cellular,aug,4,357,3,-1,0,unknown
41,blue-collar,married,secondary,no,no,no,unknown,jun,5,82,1,-1,0,unknown
48,technician,married,tertiary,no,no,no,telephone,aug,26,176,15,-1,0,unknown
31,management,married,secondary,no,yes,no,cellular,apr,7,424,1,138,1,failure
37,student,married,unknown,no,no,no,unknown,jun,18,115,1,-1,0,unknown
51,services,married,secondary,no,yes,no,cellular,feb,3,177,2,211,3,failure
80,retired,married,secondary,no,no,no,telephone,jun,9,712,1,64,12,failure
32,management,single,tertiary,no,yes,no,unknown,may,6,118,1,-1,0,unknown
48,services,married,primary,yes,yes,no,unknown,jun,2,25,7,-1,0,unknown
49,blue-collar,married,tertiary,no,no,no,unknown,jun,12,753,1,-1,0,unknown
30,management,married,tertiary,no,yes,no,cellular,jul,17,124,1,-1,0,unknown
27,self-employed,single,secondary,no,yes,no,cellular,jan,30,208,2,-1,0,unknown
34,technician,married,secondary,no,no,no,cellular,aug,13,136,4,-1,0,unknown
49,management,married,secondary,no,yes,no,cellular,nov,19,1081,2,-1,0,unknown
48,management,married,tertiary,no,no,no,telephone,may,7,376,2,339,7,failure
40,services,married,secondary,no,no,no,cellular,jun,4,78,1,-1,0,unknown
38,blue-collar,married,secondary,no,yes,no,cellular,nov,18,354,1,-1,0,unknown
46,blue-collar,married,primary,no,yes,no,cellular,may,6,29,1,356,2,failure
41,entrepreneur,married,tertiary,no,yes,no,cellular,nov,19,209,1,191,4,failure
28,management,single,tertiary,no,yes,no,cellular,may,14,433,1,-1,0,unknown
51,services,married,unknown,no,yes,no,unknown,may,29,147,2,-1,0,unknown
33,blue-collar,divorced,primary,no,yes,no,telephone,may,11,41,2,300,5,failure
26,management,single,tertiary,no,no,no,unknown,may,26,111,1,-1,0,unknown
34,admin.,single,secondary,no,no,no,cellular,apr,14,108,2,-1,0,unknown
27,blue-collar,married,secondary,yes,yes,no,cellular,may,7,411,2,-1,0,unknown
42,self-employed,married,secondary,no,no,no,cellular,jul,10,108,2,-1,0,unknown
45,admin.,married,secondary,no,yes,no,cellular,jun,3,224,2,-1,0,unknown
31,technician,single,secondary,no,yes,no,unknown,may,12,1083,2,-1,0,unknown
32,management,single,tertiary,no,no,no,unknown,may,12,757,2,-1,0,unknown
39,blue-collar,married,primary,no,no,no,unknown,jun,17,57,1,-1,0,unknown
26,blue-collar,single,secondary,no,yes,yes,cellular,jul,30,95,5,-1,0,unknown
40,management,single,tertiary,no,no,no,cellular,mar,15,144,2,124,1,failure
52,services,married,secondary,no,no,no,cellular,jul,16,135,1,-1,0,unknown
40,technician,single,tertiary,no,no,no,cellular,jan,15,176,2,-1,0,unknown
48,technician,married,secondary,no,no,yes,cellular,aug,7,524,5,-1,0,unknown
31,services,married,secondary,no,yes,no,unknown,may,13,65,1,-1,0,unknown
27,admin.,married,secondary,no,yes,yes,cellular,may,6,653,1,334,2,success
47,technician,married,secondary,no,yes,no,unknown,sep,11,91,1,100,2,other
28,management,single,secondary,no,no,no,cellular,mar,10,93,1,-1,0,unknown
40,management,divorced,tertiary,no,yes,no,cellular,may,6,503,2,280,2,failure
34,admin.,married,secondary,no,yes,no,cellular,apr,13,186,1,327,2,failure
29,self-employed,married,tertiary,no,yes,no,unknown,may,23,121,2,-1,0,unknown
36,management,married,tertiary,no,no,yes,cellular,aug,19,452,2,-1,0,unknown
83,retired,married,primary,no,no,no,telephone,jun,22,883,1,140,1,failure
55,services,divorced,primary,no,yes,no,unknown,may,15,104,2,-1,0,unknown
43,management,divorced,tertiary,no,no,no,cellular,jan,29,24,3,-1,0,unknown
23,student,single,secondary,no,no,no,telephone,jun,19,79,9,-1,0,unknown
44,technician,married,tertiary,no,no,no,cellular,jul,4,178,2,-1,0,unknown
58,blue-collar,married,primary,no,yes,no,cellular,may,15,74,2,-1,0,unknown
29,admin.,single,secondary,no,no,no,cellular,mar,10,217,1,184,7,other
30,management,single,tertiary,no,no,yes,cellular,feb,2,475,1,-1,0,unknown
29,admin.,single,secondary,no,yes,no,cellular,may,7,127,1,-1,0,unknown
41,technician,married,secondary,no,no,no,cellular,mar,11,101,1,-1,0,unknown
35,housemaid,married,primary,no,yes,no,cellular,jul,14,340,3,-1,0,unknown
31,technician,single,secondary,no,yes,no,cellular,jul,23,158,4,-1,0,unknown
27,admin.,single,tertiary,no,no,no,cellular,jan,29,242,1,-1,0,unknown
47,services,married,secondary,no,yes,no,unknown,may,16,323,1,-1,0,unknown
53,self-employed,married,tertiary,no,yes,yes,unknown,jun,16,18,30,-1,0,unknown
34,management,married,tertiary,no,yes,no,cellular,jul,14,68,3,-1,0,unknown
34,blue-collar,married,primary,no,yes,yes,cellular,jul,9,134,4,-1,0,unknown
36,management,married,tertiary,no,yes,no,cellular,may,14,113,3,-1,0,unknown
40,technician,married,secondary,no,yes,no,cellular,aug,18,43,4,-1,0,unknown
37,self-employed,single,tertiary,no,no,no,unknown,jun,17,200,2,-1,0,unknown
65,retired,divorced,unknown,no,no,no,cellular,aug,2,245,2,-1,0,unknown
53,technician,divorced,secondary,no,yes,no,unknown,may,16,343,4,-1,0,unknown
28,technician,single,secondary,no,no,no,cellular,mar,3,229,1,-1,0,unknown
33,technician,divorced,tertiary,no,yes,no,unknown,may,23,530,1,-1,0,unknown
56,blue-collar,married,primary,no,no,no,cellular,aug,13,58,5,-1,0,unknown
45,self-employed,married,secondary,no,no,no,cellular,apr,30,78,2,176,1,success
39,technician,married,secondary,no,no,no,unknown,jun,5,147,1,-1,0,unknown
